name,price,junk,year,model,mid_model,big_model
"ルンバ i3 ロボット掃除機の画像 54,999円",54999,False,,,,
"ルンバ タイヤモジュールの画像 1,300円",1300,False,,,,
"iRobot ルンバ バーチャルウォール 未使用品の画像 1,000円",1000,False,,,,
"IROBOT ルンバ890 中古品の画像 22,000円",22000,False,,890,890.0,800.0
"IROBOT ルンバ 622の画像 7,000円",7000,False,,622,620.0,600.0
"IROBOT ルンバ880と新品パーツセットの画像 24,600円",24600,False,,880,880.0,800.0
"格安!iRobot ルンバ タイヤ左右 ネジ付きの画像 1,299円",1299,False,,,,
"値下げ! ルンバ 600シリーズの画像 9,000円",9000,False,,,,
"IROBOT 537の画像 5,100円",5100,False,,537,530.0,500.0
"ルンバ Roomba フロントタイヤ(前輪タイヤ)3個セットの画像 1,475円",1475,False,,,,
"IROBOT ルンバ 876 中古 美品の画像 26,400円",26400,False,,876,870.0,800.0
"IROBOT ルンバ980の画像 44,000円",44000,False,,980,980.0,900.0
"iRobot ルンバ e5 e515060 E5 新品未開封 2台の画像 78,000円",78000,False,,515,510.0,500.0
"ルンバ700シリーズ用オートバーチャルウォール&専用リモコンの画像 2,300円",2300,False,,,,
"ルンバ  お部屋ナビ バーチャルウォール 2個セット 102905の画像 4,100円",4100,False,,102905,100.0,100.0
"IROBOT Roomba 577 自動掃除機 ルンバ フルセットの画像 7,900円",7900,False,,577,570.0,500.0
"新品未使用★Dibeaお掃除ロボット掃除機 拭き掃除ルンバ代わりに 即OK 送込の画像 11,000円",11000,False,,,,
"IROBOT ルンバ 960の画像 55,000円",55000,False,,960,960.0,900.0
"ルンバ純正のダストボックス 1の画像 1,850円",1850,False,,,,
"ルンバ 700シリーズ 消耗品の画像 1,300円",1300,False,,,,
"【新品バッテリー/フィルター交換済み】ルンバ 780 iRobotの画像 8,899円",8899,False,,780,780.0,700.0
"IROBOT ルンバ E5 ロボット掃除機 WiFi アプリ管理 家事時短の画像 27,800円",27800,False,,,,
"IROBOT ルンバ892の画像 45,000円",45000,False,,892,890.0,800.0
"iRobot ルンバ642【送料無料】の画像 20,999円",20999,False,,642,640.0,600.0
"IROBOT ルンバ627の画像 9,000円",9000,False,,627,620.0,600.0
"ルンバ デュアルバーチャルウォールの画像 5,000円",5000,False,,,,
"IROBOT ルンバ 530 (ジャンク)の画像 3,800円",3800,True,,530,530.0,500.0
"アイロボット 自動掃除機 ルンバ 621の画像 8,800円",8800,False,,621,620.0,600.0
"IROBOT ルンバ 960の画像 36,000円",36000,False,,960,960.0,900.0
"【ジャンク】 iRobot Roomba ルンバ  560の画像 3,500円",3500,True,,560,560.0,500.0
"IROBOT ルンバ E5の画像 36,700円",36700,False,,,,
"★美品★ルンバ Roomba 760 バッテリー100分連続可動の画像 12,890円",12890,False,,760,760.0,700.0
"IROBOT ルンバ700フィルター&リモコンの画像 1,222円",1222,False,,,,
"自動掃除機 iRobot ルンバ 570 ブラシの画像 1,500円",1500,False,,570,570.0,500.0
"最終値下げ 年内限定販売  IROBOT ルンバ643の画像 20,000円",20000,False,,643,640.0,600.0
"iRobot ルンバ リモコンの画像 3,000円",3000,False,,,,
"ルンバ バーチャルウォールの画像 2,000円",2000,False,,,,
"【値下げ】ルンバ IROBOT 760の画像 9,800円",9800,False,,760,760.0,700.0
"ルンバ700シリーズ用 交換用フィルター 8個の画像 3,300円",3300,False,,,,
"IROBOT ルンバ980の画像 43,100円",43100,False,,980,980.0,900.0
"◆格安提供 ★リユース美品★ルンバ Roomba 620の画像 4,999円",4999,False,,620,620.0,600.0
"iRobot Roomba ルンバ 取っ手の画像 1,200円",1200,False,,,,
"ルンバ Roomba 前輪タイヤ 10個セットの画像 2,500円",2500,False,,,,
"irobot デュアルヴァーチャルウォール 4610424の画像 15,000円",15000,False,,,,
"iRobot ルンバ バーチャルウォール2個+リモコンの画像 1,380円",1380,False,,,,
"IROBOT ルンバ E5の画像 34,000円",34000,False,,,,
"iRobot ルンバ960上位モデル アイロボットルンバ Roomba WiFiの画像 50,960円",50960,False,,960,960.0,900.0
"ルンバ Rumba 2015年製の画像 6,980円",6980,False,2015.0,,,
"ルンバ780 純正品ダストフィルター2個の画像 1,500円",1500,False,,780,780.0,700.0
"ルンバ 961 ロボット掃除機の画像 48,000円",48000,False,,961,960.0,900.0
"ルンバ 700シリーズ フィルター 取り替え用ブラシの画像 1,000円",1000,False,,,,
"iRobot ルンバ 536  ジャンク品の画像 3,550円",3550,True,,536,530.0,500.0
"iRobot ルンバ 770の画像 9,000円",9000,False,,770,770.0,700.0
"[値下]iRobot ルンバ 780 正規品電池交換済み + 交換部品ありの画像 15,000円",15000,False,,780,780.0,700.0
"iRobotルンバ892の画像 18,888円",18888,False,,892,890.0,800.0
"ルンバ626の画像 8,900円",8900,False,,626,620.0,600.0
"ルンバフィルターの画像 1,000円",1000,False,,,,
"iRobot ルンバ780の画像 14,800円",14800,False,,780,780.0,700.0
"IROBOT ルンバ 876  美品 2018年9月購入品の画像 21,000円",21000,False,2018.0,876,870.0,800.0
"美品★iRobotルンバ 692&バーチャルウォール2個セットの画像 21,800円",21800,False,,692,690.0,600.0
"IROBOT ルンバ 880の画像 19,400円",19400,False,,880,880.0,800.0
"ルンバの画像 17,100円",17100,False,,,,
"ルンバの画像 38,500円",38500,False,,,,
"最終値下げ!!ルンバ 760の画像 15,000円",15000,False,,760,760.0,700.0
"ルンバ  付属品セット 届いてすぐに使えます\(^^)/の画像 32,000円",32000,False,,,,
"IROBOT ルンバ631の画像 10,000円",10000,False,,631,630.0,600.0
"値下げ アイロボット iRobot 自動掃除機 ルンバ 642の画像 10,000円",10000,False,,642,640.0,600.0
"ロボット掃除機 ルンバ700シリーズの画像 4,555円",4555,False,,,,
"IROBOT ルンバ E5の画像 33,500円",33500,False,,,,
"IROBOT ルンバ643の画像 19,000円",19000,False,,643,640.0,600.0
"Roomba バーチャルウォール 2つセット ルンバの画像 2,200円",2200,False,,,,
"【未使用付属品付き】iRobot ルンバ 885Plusの画像 17,000円",17000,False,,885,880.0,800.0
"ルンバ用 サブゴミ収集器の画像 1,800円",1800,False,,,,
"iRobot ルンバ タイヤモジュール 左右セットの画像 2,600円",2600,False,,,,
"IROBOT ルンバ643の画像 14,000円",14000,False,,643,640.0,600.0
"アイロボット iRobot ルンバ e5 e515060 ブラックの画像 36,499円",36499,False,,515,510.0,500.0
"iRobot ルンバ リモコン&バーチャルウォールの画像 1,800円",1800,False,,,,
"IROBOT ルンバ 627の画像 30,000円",30000,False,,627,620.0,600.0
"IROBOT ルンバ 880の画像 10,000円",10000,False,,880,880.0,800.0
"IROBOT ルンバ E5 完全新品未使用 ⚠️購入の前に一言お願いします。の画像 36,900円",36900,False,,,,
"IROBOT ブラーバ380Jの画像 23,000円",23000,False,,,,
"ルンバ バーチャルウォールの画像 1,550円",1550,False,,,,
"iRobot Roomba 560の画像 5,000円",5000,False,,560,560.0,500.0
"お値下げ!IROBOT ルンバ 622の画像 8,800円",8800,False,,622,620.0,600.0
"大幅お値下げ  IROBOT ルンバ980の画像 69,999円",69999,False,,980,980.0,900.0
"ルンバ付属品の画像 6,500円",6500,False,,,,
"新品ルンバ i3 アイロボット 公式 / 新発売 ロボット掃除機の画像 42,000円",42000,False,,,,
"IROBOT 527J ルンバ  ジャンク品の画像 2,980円",2980,True,,527,520.0,500.0
"IRobot ルンバ タイヤモジュール 左右セットの画像 2,100円",2100,False,,,,
"今だけ限定!!!IROBOT ルンバ 691の画像 29,999円",29999,False,,691,690.0,600.0
"アイロボット 自動掃除機 ルンバ 680の画像 9,000円",9000,False,,680,680.0,600.0
"人気 IROBOT ルンバ770  2013年製の画像 8,799円",8799,False,2013.0,770,770.0,700.0
"アイロボット ルンバ 622の画像 5,500円",5500,False,,622,620.0,600.0
"IROBOT ルンバ890の画像 18,900円",18900,False,,890,890.0,800.0
"★美品★ルンバ Roomba 770 バッテリー100分連続可動の画像 12,880円",12880,False,,770,770.0,700.0
"ルンバ ブラシユニットの画像 3,200円",3200,False,,,,
"ルンバ692の画像 28,998円",28998,False,,692,690.0,600.0
"[新品同様 ] iROBOT ルンバ E5  試運転のみの画像 32,480円",32480,False,,,,
"新品です!iRobot R892060 ルンバの画像 37,900円",37900,False,,892,890.0,800.0
"iRobot  81002 お部屋ナビの画像 4,500円",4500,False,,,,
"(新品未使用未開封) ルンバ 960アイロボット IROBOTの画像 38,800円",38800,False,,960,960.0,900.0
"ルンバ550フルセット 本体 充電器 バーチャルウオール2個 消耗品セットの画像 19,000円",19000,False,,550,550.0,500.0
"ルンバ622 用 フィルター&ブラシ 1セットの画像 1,000円",1000,False,,622,620.0,600.0
"ルンバの画像 6,000円",6000,False,,,,
"ミッフィー ルンバ 2012年フジパン 90周年記念の画像 45,998円",45998,False,2012.0,,,
"IROBOT ルンバ892の画像 33,800円",33800,False,,892,890.0,800.0
"ルンバアイロボの画像 40,000円",40000,False,,,,
"ルンバ 交換用ブラシの画像 2,000円",2000,False,,,,
"ルンバ バーチャルウォールの画像 3,000円",3000,False,,,,
"ルンバ961 irobot 新品未使用 掃除機の画像 41,999円",41999,False,,961,960.0,900.0
"IROBOT ルンバ 870の画像 17,000円",17000,False,,870,870.0,800.0
"【新品未使用】 IROBOT アイロボット Roomba643 ルンバ643の画像 28,000円",28000,False,,643,640.0,600.0
"ルンバ  エアロバックフィルター3個セットの画像 1,050円",1050,False,,,,
"ルンバ700シリーズ バーチャルウォール リモコンの画像 1,600円",1600,False,,,,
"iRobot   ルンバ780   部品の画像 2,100円",2100,False,,780,780.0,700.0
"ルンバ  バーチャルウォールの画像 1,300円",1300,False,,,,
"ロボット掃除機 ルンバ 620の画像 9,800円",9800,False,,620,620.0,600.0
"激安!ルンバ 500シリーズ ダストボックス 10個セットの画像 3,400円",3400,False,,,,
"ルンバ ウォールの画像 1,200円",1200,False,,,,
"ルンバ ヘッドの画像 1,000円",1000,False,,,,
"iRobotルンバ電池用 NTC 型温度センサー/動作良好/中古品5の画像 1,280円",1280,False,,,,
"iRobotルンバ電池用 NTC 型温度センサー/動作良好/中古品3の画像 1,280円",1280,False,,,,
"iRobotルンバ電池用 NTC 型温度センサー/動作良好/中古品2の画像 1,280円",1280,False,,,,
"iRobotルンバ電池用 NTC 型温度センサー/動作良好/中古品1の画像 1,280円",1280,False,,,,
"ルンバ885 新品未使用♥の画像 20,000円",20000,False,,885,880.0,800.0
"☆新品未使用☆ Roomba 800 900シリーズ エッジブラシ 6個の画像 1,149円",1149,False,,,,
"IROBOT ルンバ643 新品未使用の画像 25,000円",25000,False,,643,640.0,600.0
"IROBOT ルンバ641の画像 10,700円",10700,False,,641,640.0,600.0
"iROBOT ルンバ 622 購入前に状態問い合わせください。の画像 12,000円",12000,False,,622,620.0,600.0
"アイロボット iRobot ルンバの画像 10,200円",10200,False,,,,
"IROBOT ルンバの画像 13,000円",13000,False,,,,
"IROBOT ルンバ690の画像 14,000円",14000,False,,690,690.0,600.0
"ルンバ純正のメインブラシモジュール 3の画像 1,800円",1800,False,,,,
"IROBOT ルンバ E5の画像 43,000円",43000,False,,,,
"ルンバ 625の画像 12,500円",12500,False,,625,620.0,600.0
"ルンバ700付属品セットの画像 3,000円",3000,False,,,,
"IROBOT ルンバ E5の画像 35,000円",35000,False,,,,
"ルンバ 部品色々⭐︎の画像 1,800円",1800,False,,,,
"ルンバ 新品 ステーションの画像 1,500円",1500,False,,,,
"IROBOT  ルンバ リモコン バーチャルウォール 付属品の画像 1,500円",1500,False,,,,
"ルンバ630本体ジャンクの画像 3,500円",3500,True,,630,630.0,600.0
"IROBOT ルンバ641の画像 25,000円",25000,False,,641,640.0,600.0
"ルンバ ダストボックス 500/600 シリーズ ホワイトの画像 1,200円",1200,False,,,,
"IROBOT ルンバ E5の画像 44,900円",44900,False,,,,
"ルンバ 700シリーズ フィルターの画像 1,000円",1000,False,,,,
"IROBOT ルンバ 622 アイロボットの画像 11,000円",11000,False,,622,620.0,600.0
"ルンバ バーチャルウォールの画像 1,100円",1100,False,,,,
"新品 ルンバ  ホームベース iRobot Roomba 充電器 780 654の画像 8,500円",8500,False,,654,650.0,600.0
"iRobot Roomba 自動掃除機 ルンバ用リモナビ(リモコン)の画像 1,800円",1800,False,,,,
"IROBOT ルンバ980の画像 55,800円",55800,False,,980,980.0,900.0
"ルンバ 650 iRobotの画像 9,800円",9800,False,,650,650.0,600.0
"アイロボット ルンバ622   本体のみの画像 5,400円",5400,False,,622,620.0,600.0
"【動作確認済】 ルンバ 左タイヤ 駆動ユニット Lの画像 1,499円",1499,False,,,,
"ルンバの画像 6,800円",6800,False,,,,
"IROBOT 780の画像 1,700円",1700,False,,780,780.0,700.0
"ルンバ純正バーチャルウォール2個セットライトハウス機能付きの画像 1,300円",1300,False,,,,
"IROBOT ルンバ641の画像 25,000円",25000,False,,641,640.0,600.0
"アイロボット ルンバ628 型番R628060の画像 9,000円",9000,False,,628,620.0,600.0
"iRobot  Roomba ルンバお手入れセットの画像 1,899円",1899,False,,,,
"IROBOT ルンバ 876の画像 16,900円",16900,False,,876,870.0,800.0
"値下げ!iRobot  Roomba ルンバ ダストカットフィルター正規品の画像 1,600円",1600,False,,,,
"【純正】iRobot ルンバ お部屋ナビ 800/700/500シリーズ対応の画像 1,500円",1500,False,,,,
"ルンバ  交換用フィルター  3枚セットの画像 1,200円",1200,False,,,,
"IROBOT ルンバ 960の画像 58,900円",58900,False,,960,960.0,900.0
"iRobotルンバ671  新品未開封、未使用の画像 35,000円",35000,False,,671,670.0,600.0
"ルンバ フィルター リモナビ バーチャルウォールの画像 2,000円",2000,False,,,,
"IROBOT ルンバ E5の画像 35,000円",35000,False,,,,
"IRobot ルンバ タイヤモジュール 左右の画像 2,300円",2300,False,,,,
"【SALE】ルンバ 600 箱なしの画像 6,999円",6999,False,,,,
"IROBOT ルンバ R980060の画像 72,000円",72000,False,,980,980.0,900.0
"ルンバ 500シリーズ ダストボックス 9個セットの画像 3,500円",3500,False,,,,
"IROBOT ルンバ 875の画像 15,000円",15000,False,,875,870.0,800.0
"//値下げ//iRobot ルンバ 770の画像 9,999円",9999,False,,770,770.0,700.0
"★新品未使用ルンバ500シリーズ ブラシ&お手入れツール&フィルターセットの画像 1,000円",1000,False,,,,
"ルンバ770の画像 10,000円",10000,False,,770,770.0,700.0
"IROBOT ルンバ641の画像 29,800円",29800,False,,641,640.0,600.0
"IROBOT ルンバ E5の画像 44,000円",44000,False,,,,
"アイロボット ルンバ  充電器の画像 4,000円",4000,False,,,,
"IROBOT ルンバ 960の画像 59,000円",59000,False,,960,960.0,900.0
"iRobot ルンバ 628(ロボット掃除機)の画像 17,000円",17000,False,,628,620.0,600.0
"アイロボットルンバ用ブラシの空箱  純正の画像 1,000円",1000,False,,,,
"IROBOT ルンバ 622の画像 10,000円",10000,False,,622,620.0,600.0
"【純正】ルンバ 消耗品 付属品セットの画像 1,480円",1480,False,,,,
"アイロボット iRobot ルンバ780の画像 9,000円",9000,False,,780,780.0,700.0
"Roomba ルンバ、ヴァーチャルウォール、2点セット、動作確認済の画像 1,500円",1500,False,,,,
"IROBOT ルンバ 876の画像 20,000円",20000,False,,876,870.0,800.0
"iRobot ルンバ フィルター 純正の画像 1,500円",1500,False,,,,
"ルンバ500シリーズ 577のリモコン・消耗品・付属品の画像 1,800円",1800,False,,577,570.0,500.0
"ルンバのダストカットフィルター交換用の画像 5,500円",5500,False,,,,
"ルンバ リモコンの画像 1,800円",1800,False,,,,
"ルンバ エッジクリーニングブラシの画像 4,500円",4500,False,,,,
"ルンバ バーチャルウォール おまけありの画像 2,000円",2000,False,,,,
"ルンバ リモコン バーチャルウォールの画像 1,500円",1500,False,,,,
"ルンバ700シリーズ メンテキット リモコン付きの画像 1,800円",1800,False,,,,
"アイロボット iRobot ルンバ 622 2017製の画像 16,000円",16000,False,,622,620.0,600.0
"ルンバ878の画像 61,450円",61450,False,,878,870.0,800.0
"IROBOT 630 Roomba ロボット掃除機 ルンバの画像 16,800円",16800,False,,630,630.0,600.0
"iRobot ルンバ バーチャルウォール ライトハウスの画像 1,100円",1100,False,,,,
"iRobot Roomba 自動掃除機 ルンバ 980 フルセット以上  248の画像 63,500円",63500,False,,980,980.0,900.0
"ロボット掃除機 ルンバ700シリーズの画像 9,500円",9500,False,,,,
"ルンバ 780の画像 8,000円",8000,False,,780,780.0,700.0
"iRobot ルンバ Discoveryの画像 1,500円",1500,False,,,,
"未使用に近い 付属品全てあり IROBOT ルンバ  I7の画像 74,500円",74500,False,,,,
"IROBOT ルンバ642の画像 13,333円",13333,False,,642,640.0,600.0
"ルンバ リモコンの画像 1,280円",1280,False,,,,
"【新品未使用】iRobot アイロボット Roomba 892の画像 37,000円",37000,False,,892,890.0,800.0
"iRobot ルンバ760/付属品完備/即使用可/中古動作品3Aの画像 8,980円",8980,False,,760,760.0,700.0
"iRobot ルンバ760/電池以外の付属品完備/中古動作品3Bの画像 6,980円",6980,False,,760,760.0,700.0
"iRobot ルンバ760/本体のみ・付属品なし/中古動作品3Cの画像 5,500円",5500,False,,760,760.0,700.0
"ルンバの画像 5,000円",5000,False,,,,
"iRobot アイロボット ルンバ 780 700シリーズ最上位 新品バッテリーの画像 18,600円",18600,False,,780,780.0,700.0
"iRobot アイロボット ルンバ 780 700シリーズ最上位モデル 10.5の画像 16,800円",16800,False,,780,780.0,700.0
"iRobot アイロボット ルンバ 880 800シリーズ上位モデル  10.5の画像 29,800円",29800,False,,880,880.0,800.0
"iRobot アイロボット ルンバ 980 900シリーズ最上位モデル10.5の画像 52,800円",52800,False,,980,980.0,900.0
"ルンバ500シリーズ エッジクリーニング/メイン/フレキシブル ブラシセットの画像 1,800円",1800,False,,,,
"iRobot Roomba ルンバ  800シリーズ 基板の画像 2,250円",2250,False,,,,
"IROBOT ルンバ 960   5年保証中(2020年12月から)の画像 44,600円",44600,False,2020.0,960,960.0,900.0
"ルンバ 充電器 バーチャルウォール リモコンの画像 2,900円",2900,False,,,,
"iRobot ブラーバジェット240の画像 29,000円",29000,False,,,,
"IROBOT ルンバ 871の画像 11,500円",11500,False,,871,870.0,800.0
"Roomba ルンバ 770の画像 4,500円",4500,False,,770,770.0,700.0
"アイロボット 自動掃除機 ルンバ 国内正規品の画像 28,800円",28800,False,,,,
"ルンバ700シリーズ 付属品のみ★新品未使用の画像 1,900円",1900,False,,,,
"ルンバ500シリーズ ブラシモジュールの画像 1,480円",1480,False,,,,
"アイロボット ルンバ623の画像 12,000円",12000,False,,623,620.0,600.0
"ルンバ892の画像 30,000円",30000,False,,892,890.0,800.0
"ルンバ消耗品の画像 1,000円",1000,False,,,,
"ルンバ メインブラシモジュール 中古品 大量15個セットの画像 3,299円",3299,False,,,,
"ルンバ530 ロボット掃除機の画像 9,999円",9999,False,,530,530.0,500.0
"ルンバ Roomba 前輪タイヤ 5個セットの画像 1,600円",1600,False,,,,
"ルンバの画像 9,000円",9000,False,,,,
"最値下げします!!️iRobot アイロボット ルンバ630の画像 5,500円",5500,False,,630,630.0,600.0
"アイロボット ルンバ500シリーズ パーツの画像 1,280円",1280,False,,,,
"ルンバ用フィルターとサイドブラシの画像 1,000円",1000,False,,,,
"【新品】ルンバ700シリーズ用 付属品の画像 2,500円",2500,False,,,,
"iRobot アイロボット ルンバ 621 ロボット掃除機ルンバ 600シリーズの画像 11,500円",11500,False,,621,620.0,600.0
"ロボット掃除機ルンバ780 備品 消耗品の画像 5,000円",5000,False,,780,780.0,700.0
"アイロボット iRobot ルンバ 537の画像 4,500円",4500,False,,537,530.0,500.0
"自動掃除機ルンバの交換部品とバーチャルウオールの画像 1,480円",1480,False,,,,
"iRobot アイロボット R980060 ルンバ980の画像 59,800円",59800,False,,980,980.0,900.0
"純正 ルンバ アフターパーツの画像 1,800円",1800,False,,,,
"ルンバ700 備品 フィルター 五個セットの画像 1,050円",1050,False,,,,
"アイロボット iRobot ルンバの画像 8,000円",8000,False,,,,
"ルンバ お部屋ナビ 800/700/500シリーズ対応 81002の画像 1,500円",1500,False,,,,
"iRobot アイロボット ルンバの画像 3,500円",3500,False,,,,
"IROBOT ルンバ E5の画像 43,000円",43000,False,,,,
"【値下げ】IROBOT ルンバ643 新品 未使用の画像 33,600円",33600,False,,643,640.0,600.0
"iRobot アイロボット ルンバ 500 付属品 お部屋ナビの画像 1,200円",1200,False,,,,
"ルンバ お部屋ナビの画像 1,520円",1520,False,,,,
"純正 ルンバ780 部品の画像 3,500円",3500,False,,780,780.0,700.0
"IROBOT ルンバ 680の画像 18,888円",18888,False,,680,680.0,600.0
"iRobot ルンバ 690の画像 24,300円",24300,False,,690,690.0,600.0
"IROBOT ルンバ 880 純正お部屋ナビフィルター他の画像 2,700円",2700,False,,880,880.0,800.0
"ルンバの部品の画像 2,500円",2500,False,,,,
"iRobot ルンバ 620 現時点で動作確認済の画像 8,500円",8500,False,,620,620.0,600.0
"アイロボットルンバ中古2016年購入の画像 12,300円",12300,False,2016.0,,,
"ルンバ780    大容量の新バッテリーに交換済みの画像 12,999円",12999,False,,780,780.0,700.0
"ダストカットフィルター(ルンバ700シリーズ用)の画像 1,600円",1600,False,,,,
"リモナビ(ルンバ700シリーズ用)の画像 3,400円",3400,False,,,,
"メインブラシ(ルンバ700シリーズ用)の画像 1,800円",1800,False,,,,
"フレキシブルブラシ(ルンバ700シリーズ用)の画像 1,800円",1800,False,,,,
"お部屋ナビ(ルンバ700シリーズ用)の画像 8,500円",8500,False,,,,
"ブラシお手入れカッター(ルンバ700シリーズ用)の画像 1,300円",1300,False,,,,
"値下げ アイロボット 自動掃除機 ルンバの画像 17,999円",17999,False,,,,
"ルンバ760,770,780 付属品の画像 1,555円",1555,False,,760,760.0,700.0
"新品 ルンバ 532 大容量 ダストボックス 2個の画像 1,700円",1700,False,,532,530.0,500.0
"IROBOT ルンバ 870の画像 15,000円",15000,False,,870,870.0,800.0
"新品 ルンバ アイロボット 532 純正 ブラシ セットの画像 1,700円",1700,False,,532,530.0,500.0
"ルンバ 付属品、スペアありの画像 11,500円",11500,False,,,,
"IROBOT アイロボット ルンバの画像 15,000円",15000,False,,,,
"IROBOT ルンバ890の画像 59,900円",59900,False,,890,890.0,800.0
"iRobot ルンバ500,600,700シリーズ ブラシ フィルターセットの画像 1,300円",1300,False,,,,
"IROBOT ルンバ お部屋ナビ2個、バーチャルウォール1個、リモコンセットの画像 2,600円",2600,False,,,,
"ルンバのリモコンとバーチャルウォールの画像 2,300円",2300,False,,,,
"ルンバ 780 (Roomba 780) 外箱付きの画像 9,000円",9000,False,,780,780.0,700.0
"ルンバ バーチャルウォール iRobot Roomba ルンバ 正規品の画像 1,980円",1980,False,,,,
"ロボット掃除機 ルンバ623の画像 7,500円",7500,False,,623,620.0,600.0
"IROBOT ルンバ890の画像 38,000円",38000,False,,890,890.0,800.0
"スケジュール機能付き ルンバ780 電池交換・メンテナンス済の画像 15,800円",15800,False,,780,780.0,700.0
"スケジュール機能付き ルンバ577 電池交換・メンテナンス済の画像 11,800円",11800,False,,577,570.0,500.0
"iRobot Roomba アイロボット ルンバ 560【並行輸入】の画像 18,600円",18600,False,,560,560.0,500.0
"ルンバ アイロボット バーチャルウォールの画像 1,600円",1600,False,,,,
"IROBOT ルンバ 622の画像 8,000円",8000,False,,622,620.0,600.0
"ルンバ ハローキティモデルの画像 30,000円",30000,False,,,,
"iRobotRoomba アイロボットルンバ 正規品掃除機バーチャルウォールの画像 1,200円",1200,False,,,,
"ルンバ用バーチャルウォールとリモコンの画像 3,000円",3000,False,,,,
"ルンバ 充電用ベースの画像 3,500円",3500,False,,,,
"ブラーバ iRobot Braava 380j B380065の画像 22,000円",22000,False,,380065,380.0,300.0
"ルンバの付属品の画像 1,280円",1280,False,,,,
"ルンバ 800シリーズ サイドブラシモーターの画像 1,980円",1980,False,,,,
"IROBOT ルンバ E5の画像 46,000円",46000,False,,,,
"ルンバ☆アイロボット バーチャルウォールの画像 2,777円",2777,False,,,,
"IROBOT ルンバ 880の付属品 ウォールの画像 1,180円",1180,False,,880,880.0,800.0
"ルンバ バーチャルウォール などの画像 3,500円",3500,False,,,,
"ルンバ 500シリーズ ジャパネットたかたモデル 53777の画像 7,999円",7999,False,,,,
"iRobotルンバ700シリーズの消耗品セットの画像 2,980円",2980,False,,,,
"I Robot ルンバの画像 6,700円",6700,False,,,,
"ルンバ870 ブラシフィルターセット 2個セットの画像 2,000円",2000,False,,870,870.0,800.0
"IROBOT ルンバ iRobotの画像 15,000円",15000,False,,,,
"IROBOT 760 ルンバの画像 11,200円",11200,False,,760,760.0,700.0
"iRobot ルンバ用 リチウムイオンバッテリー 4462425 純正の画像 10,400円",10400,False,,,,
"ルンバ リモコンの画像 3,000円",3000,False,,,,
"ルンバ 700シリーズ 未使用フィルター&ブラシの画像 1,980円",1980,False,,,,
"新品未使用未開封 長期保証付きiRobot社 ロボット掃除機 ルンバ ホワイトの画像 29,800円",29800,False,,,,
"アイロボット iRobot ルンバの画像 3,090円",3090,False,,,,
"ルンバ 消耗品の画像 3,400円",3400,False,,,,
"【新品未使用】ルンバ537 メインブラシ3本セットの画像 1,100円",1100,False,,537,530.0,500.0
"最新ロボット掃除機(Ronorock S6MAXV)の画像 79,800円",79800,False,,,,
"ROBOROCK S6 MaxVの画像 79,800円",79800,False,,,,
"ジャンク品 ルンバ(タイムセール)の画像 3,000円",3000,True,,,,
"ルンバ ヴァーチャルウォール アイロボットの画像 5,400円",5400,False,,,,
"iRobot アイロボット ルンバの画像 12,800円",12800,False,,,,
"ルンバ  595 iRobot Roomba お掃除ロボットの画像 17,000円",17000,False,,595,590.0,500.0
"ルンババッテリー新品600シリーズの画像 7,500円",7500,False,,,,
"ルンバ+おまけの画像 7,550円",7550,False,,,,
"ロボット掃除機ルンバ交換用フィルターの画像 1,000円",1000,False,,,,
"美品☆1度のみ使用!!︎  アイロボット ルンバ680  ロボット 掃除機の画像 48,000円",48000,False,,680,680.0,600.0
"ルンバ700シリーズ専用 ダストカットフィルターの画像 1,200円",1200,False,,,,
"ルンバリモコンの画像 1,000円",1000,False,,,,
"☆値下げ中☆レイコップ アイロボット ルンバの画像 5,800円",5800,False,,,,
"ルンバ バーチャルウォールの画像 1,500円",1500,False,,,,
"IROBOT 780の画像 9,800円",9800,False,,780,780.0,700.0
"ルンバ取り替えブラシセットの画像 1,500円",1500,False,,,,
"アイロボットルンバ550の画像 6,000円",6000,False,,550,550.0,500.0
"新品未使用!国内正規品アイロボット最新掃除機ルンバ960 カメラセンサー付きの画像 78,850円",78850,False,,960,960.0,900.0
"iRobotルンバ530白並行輸入品の画像 5,000円",5000,False,,530,530.0,500.0
"ルンバ リモコンの画像 1,000円",1000,False,,,,
"ルンバ960(5年保証付き)の画像 65,800円",65800,False,,960,960.0,900.0
"ルンバ780の画像 17,000円",17000,False,,780,780.0,700.0
"ルンバ roomba 527 故障 充電エラー3の画像 4,180円",4180,False,,527,520.0,500.0
"アイロボット iRobot ルンバの画像 15,000円",15000,False,,,,
"大量 ルンバ500シリーズ専用 交換用フィルター33枚の画像 2,800円",2800,False,,,,
"新品未使用★ルンバ★純正の画像 2,400円",2400,False,,,,
"アイロボットルンバ モーターの画像 3,500円",3500,False,,,,
"iRobot  ルンバ680 ホワイト メーカー分解内部クリーニング済み品の画像 35,000円",35000,False,,680,680.0,600.0
"ルンバ お部屋ナビの画像 1,500円",1500,False,,,,
"アイロボット ルンバ お部屋ナビの画像 1,500円",1500,False,,,,
"アイロボット ルンバ642  Amazon限定 複数床面対応  R642060の画像 35,398円",35398,False,,642,640.0,600.0
"ルンバの画像 13,000円",13000,False,,,,
"ルンバ  バーチャルウォール 正規品の画像 1,300円",1300,False,,,,
"IROBOT ルンバ 870の画像 18,000円",18000,False,,870,870.0,800.0
